Domain,country,Element,Item,year,Source,co2_emissions
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Processing","2009","FAO TIER 1","9444.5881"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Processing","2010","FAO TIER 1","10039.2754"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Processing","2011","FAO TIER 1","9813.6181"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Processing","2012","FAO TIER 1","10202.8941"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Processing","2013","FAO TIER 1","9907.4624"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Processing","2014","FAO TIER 1","9120.572"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Processing","2015","FAO TIER 1","7970.1983"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Processing","2016","FAO TIER 1","7410.9828"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Processing","2017","FAO TIER 1","7188.817"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Processing","2018","FAO TIER 1","7325.0436"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Processing","2019","FAO TIER 1","7018.463"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Processing","2020","FAO TIER 1","6663.5829"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Processing","2021","FAO TIER 1","6827.427"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Packaging","1990","FAO TIER 1","4680.7552"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Packaging","1991","FAO TIER 1","4556.6168"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Packaging","1992","FAO TIER 1","4363.3559"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Packaging","1993","FAO TIER 1","3949.1088"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Packaging","1994","FAO TIER 1","3991.0581"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Packaging","1995","FAO TIER 1","4020.3232"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Packaging","1996","FAO TIER 1","3895.339"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Packaging","1997","FAO TIER 1","3841.8188"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Packaging","1998","FAO TIER 1","3138.7184"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Packaging","1999","FAO TIER 1","3120.8899"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Packaging","2000","FAO TIER 1","3223.292"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Packaging","2001","FAO TIER 1","3373.916"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Packaging","2002","FAO TIER 1","3206.9947"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Packaging","2003","FAO TIER 1","3278.0268"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Packaging","2004","FAO TIER 1","3204.804"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Packaging","2005","FAO TIER 1","3576.2604"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Packaging","2006","FAO TIER 1","3844.1939"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Packaging","2007","FAO TIER 1","3929.0241"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Packaging","2008","FAO TIER 1","3902.5375"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Packaging","2009","FAO TIER 1","3252.7926"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Packaging","2010","FAO TIER 1","3317.086"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Packaging","2011","FAO TIER 1","3104.1461"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Packaging","2012","FAO TIER 1","3131.1017"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Packaging","2013","FAO TIER 1","2925.6978"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Packaging","2014","FAO TIER 1","2738.5822"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Packaging","2015","FAO TIER 1","2492.687"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Packaging","2016","FAO TIER 1","2207.0033"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Packaging","2017","FAO TIER 1","2025.1529"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Packaging","2018","FAO TIER 1","1922.9473"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Packaging","2019","FAO TIER 1","1841.8963"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Packaging","2020","FAO TIER 1","1706.7962"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Packaging","2021","FAO TIER 1","1890.0369"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Retail","1990","FAO TIER 1","7708.2495"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Retail","1991","FAO TIER 1","7903.4335"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Retail","1992","FAO TIER 1","8115.0909"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Retail","1993","FAO TIER 1","7351.5686"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Retail","1994","FAO TIER 1","7835.7427"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Retail","1995","FAO TIER 1","7791.4307"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Retail","1996","FAO TIER 1","7972.2255"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Retail","1997","FAO TIER 1","7749.9741"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Retail","1998","FAO TIER 1","7648.1545"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Retail","1999","FAO TIER 1","7476.9215"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Retail","2000","FAO TIER 1","7713.8597"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Retail","2001","FAO TIER 1","8001.891"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Retail","2002","FAO TIER 1","7477.659"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Retail","2003","FAO TIER 1","7557.0356"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Retail","2004","FAO TIER 1","7871.2026"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Retail","2005","FAO TIER 1","8059.2522"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Retail","2006","FAO TIER 1","8045.8179"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Retail","2007","FAO TIER 1","7860.5658"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Retail","2008","FAO TIER 1","8138.4165"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Retail","2009","FAO TIER 1","7253.7869"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Retail","2010","FAO TIER 1","7566.578"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Retail","2011","FAO TIER 1","7071.6899"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Retail","2012","FAO TIER 1","7897.4718"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Retail","2013","FAO TIER 1","7671.2253"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Retail","2014","FAO TIER 1","6711.7327"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Retail","2015","FAO TIER 1","6178.2345"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Retail","2016","FAO TIER 1","5637.0394"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Retail","2017","FAO TIER 1","5225.1397"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Retail","2018","FAO TIER 1","5092.4236"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Retail","2019","FAO TIER 1","5144.6921"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Retail","2020","FAO TIER 1","4423.1459"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Retail","2021","FAO TIER 1","4880.7067"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Household Consumption","1990","FAO TIER 1","25397.8073"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Household Consumption","1991","FAO TIER 1","26638.2167"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Household Consumption","1992","FAO TIER 1","26480.0061"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Household Consumption","1993","FAO TIER 1","24902.0318"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Household Consumption","1994","FAO TIER 1","23725.2606"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Household Consumption","1995","FAO TIER 1","22773.0185"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Household Consumption","1996","FAO TIER 1","24170.4688"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Household Consumption","1997","FAO TIER 1","22046.8707"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Household Consumption","1998","FAO TIER 1","22706.462"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Household Consumption","1999","FAO TIER 1","22014.7978"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Household Consumption","2000","FAO TIER 1","23005.5251"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Household Consumption","2001","FAO TIER 1","23375.4491"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Household Consumption","2002","FAO TIER 1","22580.7156"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Household Consumption","2003","FAO TIER 1","23191.8704"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Household Consumption","2004","FAO TIER 1","23225.9248"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Household Consumption","2005","FAO TIER 1","22591.4093"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Household Consumption","2006","FAO TIER 1","22573.8309"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Household Consumption","2007","FAO TIER 1","21466.1045"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Household Consumption","2008","FAO TIER 1","20354.422"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Household Consumption","2009","FAO TIER 1","18507.0896"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Household Consumption","2010","FAO TIER 1","19401.7822"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Household Consumption","2011","FAO TIER 1","17333.2648"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Household Consumption","2012","FAO TIER 1","18991.9743"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Household Consumption","2013","FAO TIER 1","17946.8892"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Household Consumption","2014","FAO TIER 1","15316.174"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Household Consumption","2015","FAO TIER 1","13899.6739"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Household Consumption","2016","FAO TIER 1","12332.9774"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Household Consumption","2017","FAO TIER 1","11320.3969"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Household Consumption","2018","FAO TIER 1","11024.3836"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Household Consumption","2019","FAO TIER 1","10295.9817"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Household Consumption","2020","FAO TIER 1","10383.057"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Household Consumption","2021","FAO TIER 1","10824.6546"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Transport","1990","FAO TIER 1","9383.1795"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Transport","1991","FAO TIER 1","9350.2931"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Transport","1992","FAO TIER 1","9463.2043"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Transport","1993","FAO TIER 1","9541.7525"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Transport","1994","FAO TIER 1","9561.5394"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Transport","1995","FAO TIER 1","9470.5168"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Transport","1996","FAO TIER 1","9829.7376"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Transport","1997","FAO TIER 1","9886.9715"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Transport","1998","FAO TIER 1","9811.8106"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Transport","1999","FAO TIER 1","10099.5454"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Transport","2000","FAO TIER 1","9940.0453"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Transport","2001","FAO TIER 1","9845.1103"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Transport","2002","FAO TIER 1","9951.7862"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Transport","2003","FAO TIER 1","10099.4427"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Transport","2004","FAO TIER 1","10205.9238"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Transport","2005","FAO TIER 1","10319.6364"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Transport","2006","FAO TIER 1","10503.8532"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Transport","2007","FAO TIER 1","10606.9392"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Transport","2008","FAO TIER 1","10160.9364"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Transport","2009","FAO TIER 1","9871.9668"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Transport","2010","FAO TIER 1","9816.9582"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Transport","2011","FAO TIER 1","9665.4526"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Transport","2012","FAO TIER 1","9591.6115"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Transport","2013","FAO TIER 1","9582.0522"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Transport","2014","FAO TIER 1","9745.7901"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Transport","2015","FAO TIER 1","9948.5311"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Transport","2016","FAO TIER 1","10178.0305"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Transport","2017","FAO TIER 1","10195.6544"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Transport","2018","FAO TIER 1","10169.9295"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Transport","2019","FAO TIER 1","10073.1802"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Transport","2020","FAO TIER 1","8163.243"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Food Transport","2021","FAO TIER 1","8966.9283"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","IPPU","1990","FAO TIER 1","23933.27"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","IPPU","1991","FAO TIER 1","22685.828"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","IPPU","1992","FAO TIER 1","21842.484"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","IPPU","1993","FAO TIER 1","21844.49"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","IPPU","1994","FAO TIER 1","23118.753"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","IPPU","1995","FAO TIER 1","22368.238"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","IPPU","1996","FAO TIER 1","22233.759"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","IPPU","1997","FAO TIER 1","22075.34"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","IPPU","1998","FAO TIER 1","22149.719"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","IPPU","1999","FAO TIER 1","21584.475"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","IPPU","2000","FAO TIER 1","20334.968"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","IPPU","2001","FAO TIER 1","20251.475"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","IPPU","2002","FAO TIER 1","20091.434"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","IPPU","2003","FAO TIER 1","20821.043"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","IPPU","2004","FAO TIER 1","21151.006"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","IPPU","2005","FAO TIER 1","20702.838"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","IPPU","2006","FAO TIER 1","20157.167"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","IPPU","2007","FAO TIER 1","20890.015"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","IPPU","2008","FAO TIER 1","19506.683"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","IPPU","2009","FAO TIER 1","17267.353"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","IPPU","2010","FAO TIER 1","17142.123"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","IPPU","2011","FAO TIER 1","16250.17"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","IPPU","2012","FAO TIER 1","16061.134"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","IPPU","2013","FAO TIER 1","16620.565"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","IPPU","2014","FAO TIER 1","16772.351"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","IPPU","2015","FAO TIER 1","17288.673"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","IPPU","2016","FAO TIER 1","17200.775"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","IPPU","2017","FAO TIER 1","17276.122"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","IPPU","2018","FAO TIER 1","17438.201"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","IPPU","2019","FAO TIER 1","17846.888"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","IPPU","2020","FAO TIER 1","16655.299"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","IPPU","2021","FAO TIER 1","17460.412"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Waste","1990","FAO TIER 1","567"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Waste","1991","FAO TIER 1","566"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Waste","1992","FAO TIER 1","539"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Waste","1993","FAO TIER 1","486"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Waste","1994","FAO TIER 1","390"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Waste","1995","FAO TIER 1","359"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Waste","1996","FAO TIER 1","359"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Waste","1997","FAO TIER 1","163"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Waste","1998","FAO TIER 1","166"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Waste","1999","FAO TIER 1","172"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Waste","2000","FAO TIER 1","175"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Waste","2001","FAO TIER 1","176"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Waste","2002","FAO TIER 1","181"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Waste","2003","FAO TIER 1","160"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Waste","2004","FAO TIER 1","132"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Waste","2005","FAO TIER 1","108"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Waste","2006","FAO TIER 1","84.7"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Waste","2007","FAO TIER 1","88"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Waste","2008","FAO TIER 1","88"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Waste","2009","FAO TIER 1","89.3"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Waste","2010","FAO TIER 1","80.6"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Waste","2011","FAO TIER 1","75.4"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Waste","2012","FAO TIER 1","74.5"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Waste","2013","FAO TIER 1","69.9"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Waste","2014","FAO TIER 1","70.4"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Waste","2015","FAO TIER 1","64.3"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Waste","2016","FAO TIER 1","65"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Waste","2017","FAO TIER 1","64.5"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Waste","2018","FAO TIER 1","64"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Waste","2019","FAO TIER 1","64.5"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Waste","2020","FAO TIER 1","66.1"
"Emissions totals","United Kingdom of Great Britain and Northern Ireland","Emissions (CO2)","Waste","2021","FAO TIER 1","65.874"
"Emissions totals","United States of America","Emissions (CO2)","Drained organic soils (CO2)","1990","FAO TIER 1","50713.3546"
"Emissions totals","United States of America","Emissions (CO2)","Drained organic soils (CO2)","1991","FAO TIER 1","50713.3546"
"Emissions totals","United States of America","Emissions (CO2)","Drained organic soils (CO2)","1992","FAO TIER 1","50713.3546"
"Emissions totals","United States of America","Emissions (CO2)","Drained organic soils (CO2)","1993","FAO TIER 1","50566.2744"
"Emissions totals","United States of America","Emissions (CO2)","Drained organic soils (CO2)","1994","FAO TIER 1","50418.1314"
"Emissions totals","United States of America","Emissions (CO2)","Drained organic soils (CO2)","1995","FAO TIER 1","50644.8303"
"Emissions totals","United States of America","Emissions (CO2)","Drained organic soils (CO2)","1996","FAO TIER 1","50592.6066"
"Emissions totals","United States of America","Emissions (CO2)","Drained organic soils (CO2)","1997","FAO TIER 1","50567.2159"
"Emissions totals","United States of America","Emissions (CO2)","Drained organic soils (CO2)","1998","FAO TIER 1","50635.6846"
"Emissions totals","United States of America","Emissions (CO2)","Drained organic soils (CO2)","1999","FAO TIER 1","50729.4442"
"Emissions totals","United States of America","Emissions (CO2)","Drained organic soils (CO2)","2000","FAO TIER 1","50822.9982"
"Emissions totals","United States of America","Emissions (CO2)","Drained organic soils (CO2)","2001","FAO TIER 1","50758.8345"
"Emissions totals","United States of America","Emissions (CO2)","Drained organic soils (CO2)","2002","FAO TIER 1","50769.6526"
"Emissions totals","United States of America","Emissions (CO2)","Drained organic soils (CO2)","2003","FAO TIER 1","50769.9151"
"Emissions totals","United States of America","Emissions (CO2)","Drained organic soils (CO2)","2004","FAO TIER 1","50727.2621"
"Emissions totals","United States of America","Emissions (CO2)","Drained organic soils (CO2)","2005","FAO TIER 1","50679.6216"
"Emissions totals","United States of America","Emissions (CO2)","Drained organic soils (CO2)","2006","FAO TIER 1","50625.6918"
