country,year,iso_code,population,gdp,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,cluster
Germany,1998,DEU,81524384.0,2535903723520.0,0.191,923.467,-8.02,-0.861,903.923,-12.607,-1.376,11.088,0.356,0.225,11.327,0.364,0.23,377.48,4.63,1080.495,13.254,0.426,898.38,74437.742,74367.32,56953.793,33.359,3251.115,169.087,13208.962,92.129,49305.879,1.585,3.168,0.039,165.378,2.029,12.323,11.921,-19.544,-0.24,79.77,0.978,50.77,0.623,351.882,4.316,0.123,10.015,4019.631,2.361,3.795,2.964,4.321,5.285,7.474,4.444,11.231,0.314,2.885,0.025,3.829,2.556,0.941,3.687,-0.317,3.557,4.541,3.698,0.006,0.033,0.041,0.002,971.83,1004.64,1
Germany,1999,DEU,81556968.0,2613176696832.0,0.193,895.402,-28.065,-3.039,874.4,-29.523,-3.266,10.721,0.335,0.221,10.979,0.343,0.226,360.052,4.415,1089.646,13.361,0.417,914.152,75333.141,75241.719,57313.844,36.473,3416.743,148.085,13549.769,102.162,48598.668,1.517,3.113,0.038,165.627,2.031,11.852,11.449,-21.002,-0.258,77.55,0.951,47.12,0.578,340.806,4.179,0.123,10.033,3963.56,2.284,3.606,2.836,4.063,5.168,7.38,4.415,11.108,0.333,2.913,0.022,3.815,2.672,0.943,3.604,-0.35,3.362,4.576,3.668,0.006,0.033,0.041,0.002,933.74,966.63,1
Germany,2000,DEU,81551680.0,2718560681984.0,0.187,898.938,3.536,0.395,878.691,4.291,0.491,10.775,0.323,0.22,11.023,0.331,0.225,373.46,4.579,1083.652,13.288,0.399,929.404,76232.078,76120.406,57687.305,39.465,3583.163,127.839,13880.505,112.237,48903.699,1.467,2.992,0.037,166.421,2.041,11.761,11.357,-20.247,-0.248,74.99,0.92,45.45,0.557,330.737,4.056,0.124,10.075,3988.179,2.114,3.525,2.846,4.056,5.048,7.286,4.387,10.984,0.35,2.937,0.018,3.799,2.778,0.862,3.518,-0.377,3.218,4.658,3.636,0.006,0.034,0.042,0.002,926.16,959.12,1
Germany,2001,DEU,81514568.0,2793372909568.0,0.166,915.242,16.304,1.814,894.052,15.361,1.748,10.968,0.32,0.22,11.228,0.328,0.225,376.52,4.619,1080.182,13.251,0.387,942.908,77147.328,77014.461,58063.828,42.435,3756.963,106.649,14219.361,121.83,49841.387,1.454,2.97,0.036,173.8,2.132,11.997,11.997,-21.19,-0.26,73.32,0.899,47.11,0.578,338.856,4.157,0.118,9.592,4062.799,1.791,3.565,2.911,4.066,4.92,7.197,4.362,10.865,0.365,2.964,0.015,3.784,2.864,0.884,3.654,-0.421,3.272,4.496,3.605,0.006,0.034,0.042,0.002,977.91,977.89,1
Germany,2002,DEU,81443424.0,2822441533440.0,0.157,898.835,-16.408,-1.793,882.237,-11.816,-1.322,10.833,0.313,0.22,11.036,0.318,0.224,375.786,4.614,1027.003,12.61,0.364,955.731,78046.156,77896.695,58439.613,45.401,3930.573,90.051,14543.773,131.068,49257.789,1.421,2.966,0.036,173.61,2.132,11.809,11.808,-16.598,-0.204,71.09,0.873,46.91,0.576,324.412,3.983,0.113,9.238,4011.723,1.64,3.424,2.789,3.88,4.791,7.106,4.334,10.74,0.38,2.985,0.013,3.767,2.932,0.913,3.54,-0.308,3.138,4.271,3.573,0.006,0.034,0.042,0.002,961.7,961.78,1
Germany,2003,DEU,81346808.0,2831676080128.0,0.166,899.858,1.024,0.114,886.139,3.902,0.442,10.893,0.313,0.221,11.062,0.318,0.224,379.524,4.666,1067.265,13.12,0.377,969.238,78946.016,78782.836,58819.137,48.404,4105.432,76.332,14863.486,140.321,49300.902,1.416,3.003,0.037,174.859,2.15,11.838,11.835,-13.72,-0.169,68.93,0.847,46.67,0.574,319.712,3.93,0.114,9.253,4010.471,1.571,3.255,2.647,3.607,4.658,7.012,4.303,10.605,0.394,3.002,0.011,3.746,2.992,0.871,3.44,-0.235,3.011,4.186,3.539,0.006,0.035,0.043,0.002,962.78,963.01,1
Germany,2004,DEU,81266672.0,2894624980992.0,0.173,885.633,-14.226,-1.581,871.898,-14.241,-1.607,10.729,0.301,0.217,10.898,0.306,0.221,375.978,4.626,1050.724,12.929,0.363,983.307,79831.648,79654.734,59195.113,51.332,4278.776,62.597,15173.667,149.454,49342.406,1.385,2.928,0.036,173.344,2.133,11.647,11.642,-13.734,-0.169,66.26,0.815,47.99,0.591,310.181,3.817,0.112,9.133,4009.893,1.566,3.094,2.563,3.457,4.53,6.915,4.271,10.467,0.406,3.013,0.009,3.721,3.036,0.855,3.295,-0.255,2.817,3.944,3.504,0.006,0.035,0.043,0.002,946.12,946.51,1
Germany,2005,DEU,81212168.0,2945460994048.0,0.161,865.471,-20.162,-2.277,849.308,-22.59,-2.591,10.458,0.288,0.214,10.657,0.294,0.218,363.226,4.473,1049.215,12.919,0.356,996.356,80697.125,80504.047,59558.34,54.286,4452.193,46.435,15477.679,158.266,48793.613,1.345,2.954,0.036,173.416,2.135,11.384,11.38,-16.163,-0.199,64.63,0.796,46.24,0.569,304.012,3.743,0.109,8.812,3962.635,1.354,2.925,2.463,3.144,4.395,6.815,4.238,10.321,0.418,3.021,0.006,3.695,3.065,0.849,3.226,-0.33,2.737,3.637,3.469,0.005,0.036,0.043,0.002,924.16,924.53,1
Germany,2006,DEU,81177816.0,3086359199744.0,0.164,877.498,12.027,1.39,863.19,13.882,1.635,10.633,0.28,0.212,10.81,0.284,0.216,369.583,4.553,1042.732,12.845,0.338,1009.697,81574.617,81367.234,59927.926,57.355,4630.576,32.127,15781.817,167.25,50043.066,1.316,3.069,0.038,178.383,2.197,11.497,11.493,-14.307,-0.176,62.77,0.773,44.81,0.552,304.138,3.747,0.111,8.984,4062.387,1.269,2.867,2.408,3.03,4.257,6.715,4.205,10.17,0.43,3.028,0.004,3.67,3.087,0.883,3.218,-0.273,2.713,3.552,3.432,0.005,0.036,0.043,0.002,932.95,933.32,1
Germany,2007,DEU,81183832.0,3220275724288.0,0.178,850.23,-27.268,-3.107,837.065,-26.125,-3.027,10.311,0.26,0.215,10.473,0.264,0.218,379.374,4.673,1040.366,12.815,0.323,1024.146,82424.852,82204.297,60307.297,60.344,4805.003,18.963,16051.62,176.438,47958.113,1.209,2.989,0.037,174.428,2.149,11.146,11.142,-13.165,-0.162,61.21,0.754,48.47,0.597,269.802,3.323,0.113,9.188,3893.423,1.28,2.699,2.322,2.967,4.121,6.614,4.17,10.017,0.441,3.028,0.003,3.637,3.108,0.871,3.044,-0.289,2.398,3.539,3.396,0.005,0.036,0.044,0.002,904.52,904.89,1
Germany,2008,DEU,81217488.0,3289020366848.0,0.167,852.858,2.628,0.309,839.342,2.276,0.272,10.334,0.255,0.213,10.501,0.259,0.217,356.208,4.386,1038.432,12.786,0.316,1037.724,83277.711,83043.641,60663.504,63.288,4984.824,5.447,16342.849,185.516,48446.047,1.196,2.945,0.036,179.821,2.214,11.176,11.172,-13.516,-0.166,60.81,0.749,46.15,0.568,291.228,3.586,0.112,9.078,3934.666,1.188,2.662,2.282,2.698,3.992,6.515,4.136,9.86,0.452,3.029,0.001,3.612,3.125,0.88,3.051,-0.285,2.599,3.492,3.361,0.005,0.037,0.044,0.002,907.34,907.72,1
Germany,2009,DEU,81260624.0,3136502104064.0,0.155,788.286,-64.572,-7.571,771.523,-67.819,-8.08,9.494,0.246,0.209,9.701,0.251,0.214,317.893,3.912,972.58,11.969,0.31,1050.283,84065.992,83815.164,60981.398,65.864,5152.224,-11.316,16623.008,193.215,45436.254,1.177,2.575,0.032,167.4,2.06,10.476,10.471,-16.763,-0.206,58.9,0.725,46.35,0.57,280.159,3.448,0.095,7.699,3692.178,1.068,2.503,2.101,2.439,3.866,6.418,4.099,9.706,0.459,3.025,-0.002,3.587,3.126,0.779,2.912,-0.32,2.556,3.155,3.325,0.005,0.037,0.044,0.002,850.86,851.25,1
Germany,2010,DEU,81325088.0,3301123031040.0,0.153,831.13,42.844,5.435,818.476,46.953,6.086,10.064,0.248,0.213,10.22,0.252,0.216,343.352,4.222,1022.113,12.568,0.31,1062.715,84897.117,84633.641,61324.75,68.445,5336.215,-23.97,16903.453,201.542,47305.836,1.165,2.582,0.032,183.991,2.262,10.842,10.837,-12.653,-0.156,57.84,0.711,39.31,0.483,280.447,3.448,0.102,8.327,3847.151,0.991,2.495,2.127,2.463,3.739,6.321,4.063,9.549,0.466,3.023,-0.003,3.56,3.136,0.756,2.971,-0.244,2.475,3.383,3.29,0.005,0.037,0.044,0.002,881.31,881.69,1
Germany,2011,DEU,81423384.0,3467712921600.0,0.164,807.614,-23.516,-2.829,793.163,-25.313,-3.093,9.741,0.229,0.214,9.919,0.233,0.218,344.685,4.233,981.791,12.058,0.283,1076.108,85704.734,85426.797,61669.434,71.118,5504.613,-38.421,17173.305,210.157,45571.484,1.07,2.673,0.033,168.397,2.068,10.464,10.326,-14.451,-0.177,55.94,0.687,37.77,0.464,269.85,3.314,0.106,8.615,3710.584,0.993,2.345,2.0,2.34,3.614,6.222,4.024,9.387,0.473,3.01,-0.005,3.532,3.136,0.743,2.642,-0.277,2.378,3.132,3.253,0.005,0.038,0.045,0.002,840.75,852.01,1
Germany,2012,DEU,81545568.0,3482225475584.0,0.163,812.816,5.202,0.644,803.035,9.872,1.245,9.848,0.231,0.213,9.968,0.233,0.216,349.791,4.29,917.211,11.248,0.263,1089.397,86517.547,86229.836,62019.223,73.776,5672.663,-48.201,17444.01,218.48,46132.684,1.08,2.657,0.033,168.05,2.061,10.61,10.472,-9.781,-0.12,55.34,0.679,37.85,0.464,270.706,3.32,0.102,8.323,3761.916,0.96,2.327,1.994,2.348,3.497,6.125,3.986,9.231,0.479,2.996,-0.006,3.505,3.131,0.704,2.584,-0.183,2.354,3.008,3.217,0.005,0.038,0.045,0.002,853.95,865.21,1
Germany,2013,DEU,81680592.0,3497463119872.0,0.153,833.804,20.989,2.582,825.475,22.441,2.794,10.106,0.236,0.213,10.208,0.238,0.216,356.89,4.369,929.137,11.375,0.266,1101.9,87351.352,87055.312,62376.117,76.464,5843.199,-56.53,17726.562,227.115,47361.52,1.106,2.689,0.033,170.536,2.088,10.793,10.655,-8.329,-0.102,55.08,0.674,38.48,0.471,282.552,3.459,0.106,8.635,3868.517,0.867,2.367,2.059,2.381,3.38,6.034,3.951,9.081,0.484,2.983,-0.007,3.481,3.122,0.697,2.609,-0.171,2.439,2.932,3.184,0.005,0.039,0.045,0.002,870.32,881.58,1
Germany,2014,DEU,81858824.0,3574741336064.0,0.158,794.738,-39.066,-4.685,788.546,-36.929,-4.474,9.633,0.221,0.213,9.709,0.222,0.214,344.857,4.213,906.148,11.07,0.253,1114.804,88146.094,87843.859,62720.969,78.943,5995.478,-62.723,17999.896,236.0,45327.605,1.038,2.478,0.03,152.279,1.86,10.271,10.133,-6.192,-0.076,53.39,0.652,39.37,0.481,273.335,3.339,0.109,8.885,3710.465,0.861,2.241,1.938,2.298,3.269,5.943,3.915,8.936,0.488,2.96,-0.008,3.456,3.114,0.64,2.291,-0.119,2.352,2.909,3.151,0.004,0.039,0.045,0.002,829.47,840.76,1
Germany,2015,DEU,82073232.0,3628073746432.0,0.154,798.085,3.346,0.421,790.941,2.395,0.304,9.637,0.218,0.209,9.724,0.22,0.211,341.028,4.155,893.464,10.886,0.246,1127.43,88944.18,88634.805,63062.0,81.316,6152.943,-69.866,18275.73,244.757,46066.906,1.042,2.374,0.029,157.466,1.919,10.301,10.163,-7.144,-0.087,52.53,0.64,38.5,0.469,275.835,3.361,0.107,8.757,3780.86,0.874,2.25,1.925,2.326,3.172,5.857,3.879,8.801,0.491,2.939,-0.009,3.43,3.105,0.618,2.321,-0.127,2.321,2.884,3.119,0.004,0.039,0.046,0.002,834.14,845.44,1
Germany,2016,DEU,82331432.0,3708980035584.0,0.154,801.745,3.66,0.459,796.912,5.971,0.755,9.679,0.215,0.207,9.738,0.216,0.209,329.449,4.001,909.227,11.043,0.245,1140.093,89745.922,89431.711,63391.449,83.657,6322.42,-74.699,18554.85,253.455,46658.379,1.036,2.34,0.028,169.476,2.058,10.305,10.166,-4.832,-0.059,51.6,0.627,37.8,0.459,279.118,3.39,0.106,8.698,3841.451,0.854,2.261,1.989,2.3,3.079,5.775,3.846,8.674,0.494,2.923,-0.01,3.406,3.097,0.625,2.432,-0.105,2.325,2.895,3.089,0.004,0.04,0.046,0.002,836.97,848.45,1
Germany,2017,DEU,82624368.0,3808389496832.0,0.162,785.986,-15.759,-1.966,781.653,-15.259,-1.915,9.46,0.205,0.201,9.513,0.206,0.202,310.775,3.761,898.094,10.87,0.236,1153.501,90531.906,90213.367,63702.227,85.917,6493.848,-79.032,18834.289,262.131,47057.949,1.021,2.26,0.027,171.428,2.075,10.06,9.92,-4.333,-0.052,51.15,0.619,36.71,0.444,279.439,3.382,0.105,8.676,3888.133,0.891,2.182,1.926,2.145,2.994,5.694,3.813,8.547,0.496,2.906,-0.01,3.382,3.089,0.583,2.407,-0.095,2.287,2.865,3.059,0.004,0.04,0.046,0.002,819.67,831.16,1
Germany,2018,DEU,82896696.0,3845758648320.0,0.16,754.811,-31.175,-3.966,745.749,-35.904,-4.593,8.996,0.194,0.197,9.105,0.196,0.199,295.686,3.567,883.259,10.655,0.23,1166.729,91286.719,90959.109,63997.91,87.915,6663.421,-88.094,19099.785,270.96,45691.598,0.985,1.998,0.024,169.574,2.046,9.681,9.542,-9.062,-0.109,49.6,0.598,34.84,0.42,265.495,3.203,0.107,8.829,3787.682,0.845,2.053,1.817,2.008,2.91,5.611,3.779,8.42,0.496,2.886,-0.011,3.355,3.083,0.491,2.262,-0.211,2.164,2.913,3.029,0.004,0.04,0.047,0.002,791.0,802.49,1
Germany,2019,DEU,83148144.0,3886392803328.0,0.16,707.491,-47.32,-6.269,698.699,-47.05,-6.309,8.403,0.18,0.189,8.509,0.182,0.191,240.115,2.888,841.38,10.119,0.216,1180.015,91994.211,91657.812,64238.027,89.934,6835.945,-96.886,19370.816,279.476,44436.824,0.951,2.019,0.024,172.524,2.075,9.04,8.901,-8.792,-0.106,48.45,0.583,35.03,0.421,271.031,3.26,0.102,8.516,3694.84,0.822,1.91,1.678,1.635,2.829,5.529,3.744,8.292,0.495,2.866,-0.012,3.331,3.073,0.464,2.264,-0.191,2.19,2.79,2.997,0.004,0.041,0.047,0.002,740.08,751.65,1
Germany,2020,DEU,83328992.0,3742720851968.0,0.16,647.252,-60.239,-8.514,638.599,-60.1,-8.602,7.664,0.171,0.185,7.767,0.173,0.188,198.559,2.383,773.277,9.28,0.207,1193.373,92641.461,92296.414,64436.586,91.741,7007.003,-105.539,19625.246,287.515,41328.738,0.92,1.806,0.022,171.058,2.053,8.313,8.175,-8.653,-0.104,46.92,0.563,33.82,0.406,254.431,3.053,0.096,8.039,3443.882,0.818,1.849,1.625,1.396,2.753,5.453,3.71,8.167,0.494,2.847,-0.013,3.312,3.062,0.453,2.264,-0.201,2.334,2.725,2.968,0.004,0.041,0.047,0.002,681.18,692.75,1
India,1990,IND,870452160.0,1750992945152.0,0.026,577.996,37.345,6.907,751.895,40.486,5.691,0.864,0.429,0.327,0.664,0.33,0.251,366.514,0.421,575.434,0.661,0.329,320.033,11005.426,47082.707,8012.681,87.232,127.148,38771.742,2458.331,,2643.11,1.314,9.871,0.011,21.097,0.024,1.422,1.172,173.899,0.2,530.35,0.609,146.94,0.169,158.167,0.182,,,2300.701,4.527,2.54,2.693,4.212,2.613,1.362,3.272,1.832,1.067,0.161,6.101,0.914,,3.814,0.551,3.366,1.711,,4.028,0.021,0.015,0.039,0.003,1020.11,1237.96,1
India,1991,IND,888941760.0,1768493547520.0,0.028,615.365,37.369,6.465,750.938,-0.957,-0.127,0.845,0.425,0.309,0.692,0.348,0.253,393.043,0.442,596.786,0.671,0.337,344.536,11620.79,47833.648,8405.724,95.066,150.711,38907.309,2624.753,,2730.958,1.373,7.834,0.009,23.563,0.027,1.454,1.209,135.573,0.153,536.65,0.604,151.09,0.17,166.423,0.187,,,2427.663,4.828,2.649,2.665,4.563,2.701,1.398,3.261,1.884,1.125,0.181,6.075,0.942,,2.859,0.603,2.741,1.714,,4.041,0.022,0.015,0.04,0.003,1074.57,1292.41,1
India,1992,IND,907574080.0,1851711422464.0,0.028,655.447,40.082,6.514,822.253,71.315,9.497,0.906,0.444,0.322,0.722,0.354,0.257,411.414,0.453,646.561,0.712,0.349,369.693,12276.237,48655.902,8817.138,98.631,177.967,39074.121,2812.808,,2812.742,1.379,3.565,0.004,27.256,0.03,1.451,1.211,166.806,0.184,538.0,0.593,155.24,0.171,188.055,0.207,,,2552.772,4.759,2.904,2.959,4.892,2.783,1.438,3.255,1.94,1.135,0.205,6.051,0.977,,1.473,0.688,3.194,2.042,,4.058,0.022,0.015,0.041,0.004,1099.48,1317.32,1
India,1993,IND,926351296.0,1944353767424.0,0.029,677.299,21.852,3.334,807.224,-15.029,-1.828,0.871,0.415,0.309,0.731,0.348,0.259,433.121,0.468,651.937,0.704,0.335,396.295,12953.536,49463.125,9250.259,102.332,204.964,39204.039,2999.687,,2824.25,1.346,3.701,0.004,26.996,0.029,1.458,1.223,129.925,0.14,542.21,0.585,158.79,0.171,186.879,0.202,,,2616.248,4.826,2.971,2.89,5.089,2.865,1.478,3.248,1.998,1.146,0.225,6.024,1.01,,1.581,0.664,2.533,2.027,,4.075,0.023,0.016,0.042,0.004,1132.63,1350.48,1
India,1994,IND,945261952.0,2055026769920.0,0.03,714.064,36.764,5.428,832.41,25.186,3.12,0.881,0.405,0.302,0.755,0.347,0.259,455.72,0.482,683.396,0.723,0.333,424.835,13667.601,50295.535,9705.979,104.183,233.961,39322.391,3198.642,,2916.78,1.342,1.852,0.002,28.997,0.031,1.477,1.246,118.346,0.125,546.88,0.579,164.49,0.174,198.955,0.21,,,2757.121,4.85,3.1,2.889,5.324,2.946,1.519,3.242,2.058,1.127,0.246,5.989,1.044,,0.588,0.707,2.049,2.15,,4.091,0.023,0.016,0.043,0.004,1177.9,1395.75,1
India,1995,IND,964279104.0,2189535739904.0,0.032,760.462,46.398,6.498,844.724,12.314,1.479,0.876,0.386,0.285,0.789,0.347,0.257,471.723,0.489,719.189,0.746,0.328,455.939,14428.062,51140.258,10177.702,106.487,273.011,39406.648,3414.923,,3072.884,1.353,2.303,0.002,39.051,0.04,1.516,1.29,84.262,0.087,557.5,0.578,168.0,0.174,216.281,0.224,,,2963.118,4.998,3.233,2.896,5.359,3.031,1.563,3.235,2.119,1.113,0.275,5.95,1.082,,0.705,0.928,1.494,2.316,,4.107,0.023,0.016,0.043,0.004,1244.34,1462.17,1
India,1996,IND,983281216.0,2345228828672.0,0.035,823.621,63.159,8.305,986.403,141.679,16.772,1.003,0.421,0.32,0.838,0.351,0.267,504.498,0.513,768.326,0.781,0.328,490.018,15251.683,52126.664,10682.2,108.623,312.758,39569.434,3658.083,,3134.029,1.314,2.136,0.002,39.747,0.04,1.54,1.315,162.783,0.166,566.34,0.576,171.15,0.174,243.16,0.247,,,3081.631,5.366,3.396,3.261,5.59,3.125,1.61,3.236,2.183,1.095,0.301,5.921,1.124,,0.609,0.904,2.714,2.527,,4.125,0.024,0.017,0.044,0.004,1293.39,1514.07,1
India,1997,IND,1002335232.0,2426804895744.0,0.037,858.011,34.391,4.176,959.593,-26.81,-2.718,0.957,0.395,0.295,0.856,0.354,0.264,527.722,0.526,804.069,0.802,0.331,527.436,16109.694,53086.254,11209.922,111.268,358.782,39671.016,3902.286,,3244.433,1.34,2.645,0.003,46.024,0.046,1.571,1.35,101.582,0.101,575.36,0.574,176.29,0.176,244.202,0.244,,,3252.01,5.662,3.517,3.01,5.878,3.228,1.658,3.231,2.249,1.083,0.332,5.871,1.164,,0.75,1.043,1.358,2.5,,4.142,0.024,0.017,0.045,0.004,1353.6,1574.52,1
India,1998,IND,1021434560.0,2567853047808.0,0.038,875.772,17.761,2.07,970.564,10.97,1.143,0.95,0.378,0.281,0.857,0.341,0.254,524.125,0.513,819.701,0.802,0.319,566.463,16985.465,54056.816,11734.048,113.401,406.377,39765.809,4165.178,,3377.11,1.343,2.133,0.002,47.595,0.047,1.571,1.354,94.791,0.093,583.3,0.571,180.21,0.176,262.892,0.257,,,3449.497,5.928,3.599,3.183,6.0,3.332,1.705,3.231,2.314,1.069,0.361,5.832,1.207,,0.634,1.061,1.538,2.657,,4.161,0.025,0.018,0.046,0.004,1383.29,1604.19,1
India,1999,IND,1040500032.0,2710352953344.0,0.043,950.46,74.687,8.528,1035.574,65.01,6.698,0.995,0.382,0.292,0.913,0.351,0.268,560.528,0.539,906.62,0.871,0.335,611.055,17935.926,55092.391,12294.575,115.449,448.693,39850.922,4466.153,,3408.325,1.308,2.048,0.002,42.316,0.041,1.615,1.404,85.114,0.082,591.91,0.569,183.68,0.177,300.976,0.289,,,3546.363,6.458,3.827,3.358,6.325,3.454,1.757,3.233,2.383,1.056,0.383,5.793,1.258,,0.62,0.921,1.418,2.97,,4.183,0.025,0.018,0.047,0.004,1461.25,1680.58,1
India,2000,IND,1059633664.0,2804478640128.0,0.043,977.526,27.067,2.848,1168.695,133.121,12.855,1.103,0.417,0.314,0.923,0.349,0.262,572.876,0.541,908.172,0.857,0.324,657.012,18913.451,56261.086,12867.451,117.423,492.565,40042.09,4779.001,,3515.744,1.328,1.973,0.002,43.873,0.041,1.623,1.415,191.169,0.18,595.95,0.562,180.03,0.17,312.847,0.295,,,3725.401,6.37,3.833,3.785,6.222,3.569,1.808,3.243,2.45,1.041,0.404,5.776,1.308,,0.568,0.927,3.556,3.044,,4.204,0.026,0.018,0.048,0.004,1499.0,1719.66,1
India,2001,IND,1078970880.0,2940745547776.0,0.043,990.97,13.443,1.375,1132.352,-36.343,-3.11,1.049,0.385,0.303,0.918,0.337,0.265,582.083,0.539,914.32,0.847,0.311,703.752,19904.422,57393.438,13449.533,119.28,536.134,40183.473,5095.723,,3467.075,1.272,1.857,0.002,43.569,0.04,1.615,1.619,141.383,0.131,597.95,0.554,184.41,0.171,316.721,0.294,,,3740.874,6.199,3.86,3.687,6.286,3.672,1.857,3.25,2.517,1.026,0.423,5.754,1.356,,0.553,0.916,2.807,3.058,,4.222,0.026,0.019,0.049,0.004,1747.32,1742.35,1
India,2002,IND,1098313088.0,3024984473600.0,0.045,1021.664,30.695,3.097,1108.092,-24.26,-2.142,1.009,0.366,0.286,0.93,0.338,0.264,598.597,0.545,928.847,0.846,0.307,752.863,20926.088,58501.535,14048.131,120.882,583.268,40269.902,5420.942,,3524.322,1.28,1.602,0.001,47.134,0.043,1.604,1.609,86.428,0.079,591.45,0.539,178.22,0.162,325.22,0.296,,,3870.808,6.281,3.892,3.503,6.181,3.774,1.905,3.255,2.582,1.012,0.443,5.723,1.404,,0.493,0.961,1.605,3.146,,4.237,0.026,0.019,0.05,0.004,1766.72,1762.14,1
India,2003,IND,1117415168.0,3251114344448.0,0.046,1059.16,37.495,3.67,1172.229,64.137,5.788,1.049,0.361,0.292,0.948,0.326,0.264,625.89,0.56,981.855,0.879,0.302,803.743,21985.246,59673.758,14674.021,122.669,633.256,40382.973,5751.557,,3587.485,1.233,1.787,0.002,49.988,0.045,1.614,1.621,113.07,0.101,600.99,0.538,186.9,0.167,330.615,0.296,,,4008.71,5.916,3.831,3.501,5.948,3.863,1.953,3.259,2.646,0.998,0.463,5.692,1.45,,0.519,0.983,1.938,3.114,,4.249,0.027,0.02,0.051,0.004,1811.43,1803.99,1
India,2004,IND,1136264576.0,3495022821376.0,0.049,1125.096,65.937,6.225,1196.999,24.77,2.113,1.053,0.342,0.275,0.99,0.322,0.258,669.968,0.59,1036.052,0.912,0.296,859.288,23110.342,60870.758,15343.988,124.434,682.841,40454.871,6099.792,,3830.667,1.245,1.765,0.002,49.585,0.044,1.665,1.674,71.903,0.063,609.37,0.536,194.56,0.171,348.234,0.306,,,4352.651,6.181,3.931,3.519,6.16,3.959,2.002,3.264,2.713,0.985,0.481,5.659,1.496,,0.515,0.943,1.333,3.163,,4.261,0.027,0.02,0.052,0.004,1901.54,1892.15,1
India,2005,IND,1154638720.0,3752627535872.0,0.052,1185.674,60.578,5.384,1228.745,31.747,2.652,1.064,0.327,0.267,1.027,0.316,0.257,721.469,0.625,1096.386,0.95,0.292,918.974,24296.016,62099.504,16065.457,126.137,733.279,40497.941,6452.167,,3991.22,1.228,1.704,0.001,50.439,0.044,1.703,1.709,43.071,0.037,621.67,0.538,202.95,0.176,352.376,0.305,,,4608.417,6.192,4.007,3.563,6.244,4.054,2.052,3.269,2.784,0.972,0.498,5.626,1.54,,0.49,0.938,0.88,3.172,,4.275,0.028,0.021,0.053,0.005,1973.19,1966.22,1
India,2006,IND,1172373760.0,4069856116736.0,0.055,1292.485,106.81,9.008,1331.424,102.678,8.356,1.136,0.327,0.274,1.102,0.318,0.266,773.564,0.66,1178.884,1.006,0.29,983.88,25588.5,63430.93,16839.021,127.879,815.859,40536.883,6821.862,,4141.057,1.193,1.741,0.001,82.58,0.07,1.761,1.767,38.939,0.033,631.08,0.538,212.63,0.181,369.694,0.315,,,4854.867,6.174,4.223,3.715,6.341,4.148,2.107,3.278,2.858,0.959,0.533,5.591,1.586,,0.501,1.49,0.744,3.298,,4.29,0.028,0.022,0.054,0.005,2071.63,2064.47,1
India,2007,IND,1189691776.0,4403214942208.0,0.057,1392.506,100.021,7.739,1486.842,155.419,11.673,1.25,0.338,0.282,1.17,0.316,0.264,842.477,0.708,1296.357,1.09,0.294,1052.213,26981.008,64917.77,17681.498,129.721,903.815,40631.219,7213.759,,4428.845,1.197,1.842,0.002,87.956,0.074,1.857,1.865,94.336,0.079,645.31,0.542,223.31,0.188,391.897,0.329,,,5268.96,6.052,4.421,4.124,6.588,4.234,2.165,3.293,2.937,0.949,0.57,5.569,1.635,,0.537,1.535,2.071,3.484,,4.31,0.028,0.022,0.055,0.005,2218.68,2209.3,1
